GBS.V4names,TAXA,GBS.V3names,LegacySNPsSimulatedPhenotypeNames,WGSnames,FAKEPHENO
Ames25182:250031632,PI553059,Ames25182.81FE7ABXX.6.B10,NA,#N/A,1
CML392:250033354,CML429,CML392.81N4HABXX.4.H2,NA,#N/A,1
NA,PI638549,MR09_.Cravo_Riogranense._S6.81FE8ABXX.4.F11,NA,#N/A,NA
SC343:250033154,CML224,SC343.81N4HABXX.3.B8,NA,#N/A,1
PI303944:250031815,PI558534,PI303944.81FE7ABXX.7.F11,NA,#N/A,1
Ames29013:250033604,PI561603,Ames29013.81N4HABXX.6.G10,NA,#N/A,1
CML312:250031698,PI506411,CML312.81FE7ABXX.6.G9,NA,#N/A,1
CML419:250031816,PI635132,CML419.81FE7ABXX.7.F12,NA,#N/A,1
Ames29021:250031368,CML372,Ames29021.81FE7ABXX.4.A8,NA,#N/A,1
PI561517:250031777,NSL437882,PI561517.81FE7ABXX.7.D7,NA,#N/A,1
Ames2327:250031291,CML390,Ames2327.81FE7ABXX.3.E7,NA,#N/A,1
PI186227:250031901,PI639926,PI186227.81FE8ABXX.1.D2,NA,#N/A,1
PI654053:250032060,PI641069,PI654053.81FE8ABXX.2.F2,NA,#N/A,1
PI391676:250035049,PI641224,PI391676.81FENABXX.5.A3,NA,#N/A,1
NA,PI593013,Va85.8042MABXX.4.G5,NA,#N/A,NA
Ames29011:250031506,NSL438010,Ames29011.81FE7ABXX.5.B11,NA,#N/A,1
NA,PI506243,NC352.8042MABXX.4.E7,NA,#N/A,NA
Ames22767:250031911,PI542943,Ames22767.81FE8ABXX.1.A5,NA,#N/A,1
PI340844:250033686,PI186229,PI340844.81N4HABXX.7.D11,NA,#N/A,1
PI340850:250034819,PI595532,PI340850.81FENABXX.3.C11,NA,#N/A,1
PI550919:250033424,SC333,PI550919.81N4HABXX.5.D1,NA,#N/A,1
PI593012:250032957,NSL437935,PI593012.81N4HABXX.1.F10,NA,#N/A,1
CML227:250031701,CML493,CML227.81FE7ABXX.6.G12,NA,#N/A,1
PI542776:250034949,CML230,PI542776.81FENABXX.4.D2,NA,#N/A,1
PI186216:250032822,PI550906,PI186216.81FE8ABXX.7.F2,NA,#N/A,1
CML184:250033201,PI506257,CML184.81N4HABXX.3.E12,NA,#N/A,1
NA,PI587146,PI641246.D0D0BACXX.4.D1,NA,#N/A,NA
CML288:250031803,PI641256,CML288.81FE7ABXX.7.E11,NA,#N/A,1
Ames29015:250033606,PI595564,Ames29015.81N4HABXX.6.G12,NA,#N/A,1
Ames22762:250031821,Ames29448,Ames22762.81FE7ABXX.7.G5,NA,#N/A,1
Ames10267:250031659,PI639937,Ames10267.81FE7ABXX.6.A9,NA,#N/A,1
NA,CML201,PI654052.D0D0BACXX.4.G10,NA,#N/A,NA
PI564852:250035121,PI639947,PI564852.81FENABXX.5.G3,NA,#N/A,1
NA,PI639950,PI548790.D0D0BACXX.4.H12,NA,#N/A,NA
Ames29002:250031421,PI641249,Ames29002.81FE7ABXX.4.E10,NA,#N/A,1
Ames28990:250035123,PI186217,Ames28990.81FENABXX.5.G5,NA,#N/A,1
Ames20119:250034946,PI641245,Ames20119.81FENABXX.4.C11,NA,#N/A,1
PI561534:250033177,PI641234,PI561534.81N4HABXX.3.D10,NA,#N/A,1
Ames10262:250033038,CML214,Ames10262.81N4HABXX.2.C8,NA,#N/A,1
PI542777:250032954,Ames12740,PI542777.81N4HABXX.1.F7,NA,#N/A,1
NA,CML378,CML218.8042MABXX.4.D2,NA,#N/A,NA
Ames28987:250035015,CML374,Ames28987.81FENABXX.4.H12,NA,#N/A,1
CML118:250033054,Ames12738,CML118.81N4HABXX.2.A5,NA,#N/A,1
PI561606:250032127,PI641225,PI561606.81FE8ABXX.3.A2,NA,#N/A,1
NA,PI186220,CMV3.8042MABXX.4.A9,NA,#N/A,NA
NA,MR23,Mo44.8042MABXX.3.C7,NA,#N/A,NA
Ames28992:250034972,PI550924,Ames28992.81FENABXX.4.E5,NA,#N/A,1
PI391682:250033536,CML358,PI391682.81N4HABXX.6.B9,NA,#N/A,1
NSL437956:250031114,PI405705,NSL437956.81FE7ABXX.2.A8,NA,#N/A,1
NSL437893:250035141,Ames10253,NSL437893.81FENABXX.5.H11,NA,#N/A,1
PI198906:250032845,PI198901,PI198906.81FE8ABXX.7.H1,NA,#N/A,1
NA,PI654049,B64.8042MABXX.3.D4,NA,#N/A,NA
PI550902:250033396,PI540743,PI550902.81N4HABXX.5.A1,NA,#N/A,1
CML370:250033028,PI340862,CML370.81N4HABXX.2.B9,NA,#N/A,1
PI635138:250033471,Ames12726,PI635138.81N4HABXX.5.G4,NA,#N/A,1
NA,Ames28951,SAN_349a.1.81N4HABXX.3.G10,NA,#N/A,NA
CML330:250033056,PI641076,CML330.81N4HABXX.2.A9,NA,#N/A,1
Ames29017:250031561,PI595537,Ames29017.81FE7ABXX.5.F11,NA,#N/A,1
NA,MR13,NC348.8042MABXX.3.A9,NA,#N/A,NA
PI639946:250033418,PI641075,PI639946.81N4HABXX.5.C7,NA,#N/A,1
PI550908:250033356,PI639943,PI550908.81N4HABXX.4.H4,NA,#N/A,1
Ames28977:250034683,Ames27444,Ames28977.81FENABXX.2.C2,NA,#N/A,1
CML375:250031425,PI639928,CML375.81FE7ABXX.4.F2,NA,#N/A,1
CML448:250033041,Ames29394,CML448.81N4HABXX.2.C11,NA,#N/A,1
PI506258:250032027,PI635133,PI506258.81FE8ABXX.2.D1,NA,#N/A,1
PI539870:250031917,NSL437879,PI539870.81FE8ABXX.1.C1,NA,#N/A,1
PI200179:250033677,PI635134,PI200179.81N4HABXX.7.C12,NA,#N/A,1
Ames28996:250030986,PI564717,Ames28996.81FE7ABXX.1.A6,NA,#N/A,1
PI641073:250033306,PI639929,PI641073.81N4HABXX.4.D12,NA,#N/A,1
PI186184:250033174,PI641264,PI186184.81N4HABXX.3.D7,NA,#N/A,1
CML376:250031817,PI641259,CML376.81FE7ABXX.7.G1,NA,#N/A,1
CML482:250031019,MR11,CML482.81FE7ABXX.1.D11,NA,#N/A,1
PI340854:250031270,PI550907,PI340854.81FE7ABXX.3.D8,NA,#N/A,1
NA,PI641226,EZ29.633Y5AAXX.5.B6,NA,#N/A,NA
NA,CML440,NC296A.8042MABXX.3.A8,NA,#N/A,NA
PI340821:250035177,CML422,PI340821.81FENABXX.6.A6,NA,#N/A,1
CML433:250033209,PI595553,CML433.81N4HABXX.3.F8,NA,#N/A,1
NA,CML436,IDS91.8042MABXX.3.H7,NA,#N/A,NA
CML430:250033081,CML320,CML430.81N4HABXX.2.F7,NA,#N/A,1
CML225:250033084,PI550920,CML225.81N4HABXX.2.F10,NA,#N/A,1
PI558529:250032834,Ames30866,PI558529.81FE8ABXX.7.G2,NA,#N/A,1
NSL437945:250031173,CML386,NSL437945.81FE7ABXX.2.F4,NA,#N/A,1
NA,PI641064,CML341.8042MABXX.3.C2,NA,#N/A,NA
PI550911:250033457,PI639938,PI550911.81N4HABXX.5.F2,NA,#N/A,1
PI303940:250031280,PI506251,PI303940.81FE7ABXX.3.B6,NA,#N/A,1
CML226:250033173,PI595549,CML226.81N4HABXX.3.D5,NA,#N/A,1
PI405712:250032474,PI641071,PI405712.81FE8ABXX.5.H11,NA,#N/A,1
Ames29007:250033698,Ames10265,Ames29007.81N4HABXX.7.E1,NA,#N/A,1
CML495:250031662,PI595547,CML495.81FE7ABXX.6.B7,NA,#N/A,1
Ames23924:250032070,PI561613,Ames23924.81FE8ABXX.2.F12,NA,#N/A,1
NA,PI550923,Va35.8042MABXX.2.F7,NA,#N/A,NA
PI198895:250031872,PI595555,PI198895.81FE8ABXX.1.A1,NA,#N/A,1
PI198893:250033534,PI198894,PI198893.81N4HABXX.6.B4,NA,#N/A,1
PI595536:250032213,PI641066,PI595536.81FE8ABXX.3.H4,NA,#N/A,1
PI186197:250033031,PI639945,PI186197.81N4HABXX.2.B12,NA,#N/A,1
PI303937:250033713,PI595563,PI303937.81N4HABXX.7.F4,NA,#N/A,1
NSL437929:250031062,CML255,NSL437929.81FE7ABXX.1.G8,NA,#N/A,1
Ames29012:250033827,PI550922,Ames29012.81FENABXX.1.E3,NA,#N/A,1
PI595539:250033281,PI635127,PI595539.81N4HABXX.4.B8,NA,#N/A,1
Ames2337:250031554,CML176,Ames2337.81FE7ABXX.5.F4,NA,#N/A,1
NA,Ames27077,GT112.8042MABXX.3.G7,NA,#N/A,NA
CML236:250031830,PI561525,CML236.81FE7ABXX.7.H2,NA,#N/A,1
CML366:250031684,PI561602,CML366.81FE7ABXX.6.F7,NA,#N/A,1
PI550904:250032211,PI561607,PI550904.81FE8ABXX.3.H2,NA,#N/A,1
CML340:250031499,MR02_,CML340.81FE7ABXX.5.B1,NA,#N/A,1
PI641062:250033284,GT154,PI641062.81N4HABXX.4.B11,NA,#N/A,1
PI635139:250032171,CML492,PI635139.81FE8ABXX.3.C1,NA,#N/A,1
CML318:250031812,Ames10264,CML318.81FE7ABXX.7.F8,NA,#N/A,1
PI639942:250033450,PI550905,PI639942.81N4HABXX.5.E7,NA,#N/A,1
Ames10271:250031710,CML424,Ames10271.81FE7ABXX.6.H9,NA,#N/A,1
PI635130:250033339,PI595556,PI635130.81N4HABXX.4.F11,NA,#N/A,1
CML346:250033341,CML367,CML346.81N4HABXX.4.G1,NA,#N/A,1
PI639939:250032126,PI561604,PI639939.81FE8ABXX.3.A1,NA,#N/A,1
CML377:250033066,CML270,CML377.81N4HABXX.2.E4,NA,#N/A,1
PI233312:250033602,Ames27109,PI233312.81N4HABXX.6.G8,NA,#N/A,1
PI198888:250032826,PI595551,PI198888.81FE8ABXX.7.F6,NA,#N/A,1
Ames2332:250031367,PI635137,Ames2332.81FE7ABXX.4.A6,NA,#N/A,1
PI558527:250034967,PI635124,PI558527.81FENABXX.4.D6,NA,#N/A,1
Ames29014:250031528,Ames19001,Ames29014.81FE7ABXX.5.D12,NA,#N/A,1
PI186188:250034954,CML481,PI186188.81FENABXX.4.D9,NA,#N/A,1
PI186226:250031387,CML200,PI186226.81FE7ABXX.4.C8,NA,#N/A,1
NA,CML416,CML321.8042MABXX.3.A11,NA,#N/A,NA
Ames28975:250031539,NSL437932,Ames28975.81FE7ABXX.5.E1,NA,#N/A,1
CML344:250033231,PI635128,CML344.81N4HABXX.3.H6,NA,#N/A,1
PI340855:250033790,PI595535,PI340855.81FENABXX.1.B9,NA,#N/A,1
NSL437940:250031239,CML313,NSL437940.81FE7ABXX.3.A3,NA,#N/A,1
PI619431:250032077,PI542715,PI619431.81FE8ABXX.2.G7,NA,#N/A,1
PI635129:250031930,NSL437952,PI635129.81FE8ABXX.1.E11,NA,#N/A,1
CML388:250033208,CML269,CML388.81N4HABXX.3.F7,NA,#N/A,1
CML387:250031814,CML485,CML387.81FE7ABXX.7.F10,NA,#N/A,1
CML389:250033156,PI635123,CML389.81N4HABXX.3.B10,NA,#N/A,1
PI200192:250035009,PI639949,PI200192.81FENABXX.4.H6,NA,#N/A,1
PI639948:250032085,PI506249,PI639948.81FE8ABXX.2.H3,NA,#N/A,1
NA,CML206,NC290A.8042MABXX.2.A3,NA,#N/A,NA
NA,PI635125,CML311.8042MABXX.2.F12,NA,#N/A,NA
NA,PI186224,MS1334.8042MABXX.3.F11,NA,#N/A,NA
PI391416:250033427,CML418,PI391416.81N4HABXX.5.D5,NA,#N/A,1
CML434:250031808,PI511317,CML434.81FE7ABXX.7.F4,NA,#N/A,1
SC276Q2:250031655,PI641065,SC276Q2.81FE7ABXX.6.D12,NA,#N/A,1
PI186185:250033740,CML50,PI186185.81N4HABXX.7.H7,NA,#N/A,1
CML431:250033059,CML199,CML431.81N4HABXX.2.B7,NA,#N/A,1
CML384:250032074,PI595559,CML384.81FE8ABXX.2.G4,NA,#N/A,1
NA,PI561605,F2834T.8042MABXX.3.C6,NA,#N/A,NA
PI198902:250035110,PI639931,PI198902.81FENABXX.5.F4,NA,#N/A,1
CML451:250033169,CML441,CML451.81N4HABXX.3.C12,NA,#N/A,1
PI303938:250034816,PI540742,PI303938.81FENABXX.3.C8,NA,#N/A,1
PI303943:250034743,PI303941,PI303943.81FENABXX.2.G6,NA,#N/A,1
CML316:250033036,CML139,CML316.81N4HABXX.2.C6,NA,#N/A,1
PI200180:250031964,PI639933,PI200180.81FE8ABXX.1.H9,NA,#N/A,1
Ames28994:250034931,PI639944,Ames28994.81FENABXX.4.B4,NA,#N/A,1
Ames23410:250034878,CML335,Ames23410.81FENABXX.3.H2,NA,#N/A,1
Ames29451:250033065,CML494,Ames29451.81N4HABXX.2.E3,NA,#N/A,1
NA,PI595571,PI641248.D0D0BACXX.4.E7,NA,#N/A,NA
NA,CML483,PI186191.D0D0BACXX.4.E5,NA,#N/A,NA
CML391:250033102,CML357,CML391.81N4HABXX.2.H4,NA,#N/A,1
NA,PI595552,EP2008.05.633Y5AAXX.5.G11,NA,#N/A,NA
CML319:250033187,CML212,CML319.81N4HABXX.3.C1,NA,#N/A,1
NA,CML425,CML331.8042MABXX.3.F5,NA,#N/A,NA
PI340853:250031924,CML503,PI340853.81FE8ABXX.1.E5,NA,#N/A,1
Ames29020:250031295,Ames29030,Ames29020.81FE7ABXX.3.E11,NA,#N/A,1
PI340851:250033679,PI561527,PI340851.81N4HABXX.7.D2,NA,#N/A,1
NA,CML421,CML38.8042MABXX.4.C7,NA,#N/A,NA
Ames14114:250032791,Ames24585,Ames14114.81FE8ABXX.7.D3,NA,#N/A,1
PI186198:250033029,CML198,PI186198.81N4HABXX.2.B10,NA,#N/A,1
NA,CML480,MR25_.Poropo._S5.81N4HABXX.1.E3,NA,#N/A,NA
NA,PI641255,CML314.8042MABXX.3.G1,NA,#N/A,NA
PI186230:250031702,CML142,PI186230.81FE7ABXX.6.H1,NA,#N/A,1
CML490:250031685,PI595566,CML490.81FE7ABXX.6.F8,NA,#N/A,1
PI511805:250032763,PI641061,PI511805.81FE8ABXX.7.A3,NA,#N/A,1
PI635126:250032158,PI561618,PI635126.81FE8ABXX.3.D7,NA,#N/A,1
NA,CML380,CML52.8042MABXX.2.C9,NA,#N/A,NA
PI595540:250033470,CML234,PI595540.81N4HABXX.5.G3,NA,#N/A,1
PI635136:250032069,CML359,PI635136.81FE8ABXX.2.F11,NA,#N/A,1
Ames29022:250031706,PI635131,Ames29022.81FE7ABXX.6.H5,NA,#N/A,1
PI550901:250032057,PI635135,PI550901.81FE8ABXX.2.E11,NA,#N/A,1
PI186190:250032555,PI561609,PI186190.81FE8ABXX.6.E1,NA,#N/A,1
NA,CML394,PI542941.D0D0BACXX.4.A7,NA,#N/A,NA
PI639941:250032190,PI641070,PI639941.81FE8ABXX.3.F5,NA,#N/A,1
CML383:250031795,PI659678,CML383.81FE7ABXX.7.E3,NA,#N/A,1
NSL22635:250032981,NSL437959,NSL22635.81N4HABXX.1.H10,NA,#N/A,1
PI561694:250032563,PI595548,PI561694.81FE8ABXX.6.E9,NA,#N/A,1
CML361:250033317,PI595533,CML361.81N4HABXX.4.E1,NA,#N/A,1
NA,Ames10269,T232.8042MABXX.4.F4,NA,#N/A,NA
NA,PI635140,CML228.8042MABXX.2.F2,NA,#N/A,NA
Ames19007:250031290,PI550917,Ames19007.81FE7ABXX.3.E6,NA,#N/A,1
NA,PI552815,CML11.8042MABXX.3.F1,NA,#N/A,NA
NA,CML210,CML77.8042MABXX.3.D11,NA,#N/A,NA
PI593011:250034587,PI595562,PI593011.81FENABXX.7.E1,NA,#N/A,1
PI595543:250033348,PI641261,PI595543.81N4HABXX.4.G8,NA,#N/A,1
CML476:250031748,SC344,CML476.81FE7ABXX.7.A6,NA,#N/A,1
PI597578:250033591,PI639927,PI597578.81N4HABXX.6.F9,NA,#N/A,1
PI654050:250032045,CML217,PI654050.81FE8ABXX.2.D4,NA,#N/A,1
NA,Ames27129,NC33.8042MABXX.3.B12,NA,#N/A,NA
CML204:250031712,PI593017,CML204.81FE7ABXX.6.H11,NA,#N/A,1
PI221739:250031765,CML379,PI221739.81FE7ABXX.7.C5,NA,#N/A,1
PI550909:250033446,CML395,PI550909.81N4HABXX.5.E3,NA,#N/A,1
PI553059:250033697,PI595528,PI553059.81N4HABXX.7.D6,NA,#N/A,1
CML429:250031776,CML486,CML429.81FE7ABXX.7.D5,NA,#N/A,1
PI638549:250033574,PI641253,PI638549.81N4HABXX.6.E4,NA,#N/A,1
CML224:250033314,CML345,CML224.81N4HABXX.4.C1,NA,#N/A,1
NA,PI558531,Tzi10.8042MABXX.3.G5,NA,#N/A,NA
PI558534:250031840,CML500,PI558534.81FE7ABXX.7.H12,NA,#N/A,1
PI561603:250032067,PI641257,PI561603.81FE8ABXX.2.F9,NA,#N/A,1
PI506411:250035013,CML381,PI506411.81FENABXX.4.H10,NA,#N/A,1
PI635132:250032177,CML491,PI635132.81FE8ABXX.3.E4,NA,#N/A,1
CML372:250031763,PI550540,CML372.81FE7ABXX.7.C3,NA,#N/A,1
NA,CML144,CML14.8042MABXX.2.A4,NA,#N/A,NA
NSL437882:250035139,CML420,NSL437882.81FENABXX.5.H9,NA,#N/A,1
CML390:250033073,PI506245,CML390.81N4HABXX.2.E11,NA,#N/A,1
PI639926:250033451,SC235R3,PI639926.81N4HABXX.5.E8,NA,#N/A,1
NA,PI641260,K4.8042MABXX.4.D5,NA,#N/A,NA
PI641069:250033447,PI595531,PI641069.81N4HABXX.5.E4,NA,#N/A,1
NA,CML362,NC358.8042MABXX.3.H8,NA,#N/A,NA
PI641224:250033040,CML215,PI641224.81N4HABXX.2.C10,NA,#N/A,1
PI593013:250033016,PI540751,PI593013.81N4HABXX.2.A2,NA,#N/A,1
NSL438010:250031276,Ames12814,NSL438010.81FE7ABXX.3.A5,NA,#N/A,1
PI506243:250032168,PI511318,PI506243.81FE8ABXX.3.B5,NA,#N/A,1
NA,CML360,PI542943.D0D0BACXX.3.B8,NA,#N/A,NA
PI186229:250031250,PI641067,PI186229.81FE7ABXX.3.B9,NA,#N/A,1
NA,PI641266,CML154Q.8042MABXX.4.H8,NA,#N/A,NA
PI595532:250033469,CML498,PI595532.81N4HABXX.5.G2,NA,#N/A,1
SC333:250033088,PI540746,SC333.81N4HABXX.2.G2,NA,#N/A,1
NSL437935:250031077,CML456,NSL437935.81FE7ABXX.1.H11,NA,#N/A,1
CML493:250033234,Ames27136,CML493.81N4HABXX.3.H9,NA,#N/A,1
CML230:250031789,PI540749,CML230.81FE7ABXX.7.B7,NA,#N/A,1
PI550906:250032015,PI561614,PI550906.81FE8ABXX.2.B12,NA,#N/A,1
PI506257:250032055,Ames12739,PI506257.81FE8ABXX.2.E9,NA,#N/A,1
PI587146:250032811,PI639940,PI587146.81FE8ABXX.7.E3,NA,#N/A,1
PI641256:250031931,PI561520,PI641256.81FE8ABXX.1.E12,NA,#N/A,1
NA,CML347,Tzi9.8042MABXX.3.B3,NA,#N/A,NA
PI595564:250032145,CML449,PI595564.81FE8ABXX.3.C4,NA,#N/A,1
NA,PI595546,Ames29448.D0D0BACXX.4.A6,NA,#N/A,NA
PI639937:250033312,PI595616,PI639937.81N4HABXX.4.B6,NA,#N/A,1
CML201:250033230,CML231,CML201.81N4HABXX.3.H5,NA,#N/A,1
PI639947:250032090,CML450,PI639947.81FE8ABXX.2.H8,NA,#N/A,1
PI639950:250031887,NSL53082,PI639950.81FE8ABXX.1.B11,NA,#N/A,1
PI641249:250033456,PI561610,PI641249.81N4HABXX.5.F1,NA,#N/A,1
PI186217:250033712,PI614820,PI186217.81N4HABXX.7.F3,NA,#N/A,1
NA,PI641711,PI641245.D0D0BACXX.4.B1,NA,#N/A,NA
PI641234:250032061,CML339,PI641234.81FE8ABXX.2.F3,NA,#N/A,1
CML214:250031689,PI639934,CML214.81FE7ABXX.6.F12,NA,#N/A,1
Ames12740:250033043,PI654051,Ames12740.81N4HABXX.2.D1,NA,#N/A,1
NA,PI639930,CML103.8042MABXX.3.E2,NA,#N/A,NA
CML378:250031624,PI587125,CML378.81FE7ABXX.6.A11,NA,#N/A,1
CML374:250031811,PI595560,CML374.81FE7ABXX.7.F7,NA,#N/A,1
Ames12738:250032926,CML308,Ames12738.81N4HABXX.1.A4,NA,#N/A,1
PI641225:250032919,CML496,PI641225.81N4HABXX.1.D5,NA,#N/A,1
PI186220:250035061,CML235,PI186220.81FENABXX.5.B10,NA,#N/A,1
NA,Ames10247,MR23_.Zapalote_Chico._S6.81FE8ABXX.4.H10,NA,#N/A,NA
PI550924:250033322,PI619429,PI550924.81N4HABXX.4.E6,NA,#N/A,1
CML358:250031129,PI548794,CML358.81FE7ABXX.2.C4,NA,#N/A,1
PI405705:250034703,PI595538,PI405705.81FENABXX.2.D12,NA,#N/A,1
Ames10253:250031774,CML365,Ames10253.81FE7ABXX.7.D2,NA,#N/A,1
PI198901:250035090,CML373,PI198901.81FENABXX.5.B6,NA,#N/A,1
PI654049:250032056,PI561529,PI654049.81FE8ABXX.2.E10,NA,#N/A,1
PI540743:250033361,CML348,PI540743.81N4HABXX.4.H9,NA,#N/A,1
PI340862:250035182,CML371,PI340862.81FENABXX.6.B1,NA,#N/A,1
Ames12726:250032944,PI595557,Ames12726.81N4HABXX.1.E9,NA,#N/A,1
NA,PI635141,CML277.8042MABXX.2.F6,NA,#N/A,NA
Ames28951:250031054,CML427,Ames28951.81FE7ABXX.1.F12,NA,#N/A,1
PI641076:250032180,PI506244,PI641076.81FE8ABXX.3.E7,NA,#N/A,1
PI595537:250033364,PI595570,PI595537.81N4HABXX.4.H12,NA,#N/A,1
NA,PI641262,MR13_.Hickory_King..81FE8ABXX.4.G9,NA,#N/A,NA
PI641075:250033401,PI550695,PI641075.81N4HABXX.5.A10,NA,#N/A,1
PI639943:250033409,CML304,PI639943.81N4HABXX.5.B9,NA,#N/A,1
Ames27444:250031429,PI642762,Ames27444.81FE7ABXX.4.F6,NA,#N/A,1
PI639928:250032059,NSL437943,PI639928.81FE8ABXX.2.F1,NA,#N/A,1
Ames29394:250035050,CML454,Ames29394.81FENABXX.5.A6,NA,#N/A,1
PI635133:250033328,PI595554,PI635133.81N4HABXX.4.E12,NA,#N/A,1
NSL437879:250034999,PI641063,NSL437879.81FENABXX.4.G8,NA,#N/A,1
PI635134:250033481,PI595569,PI635134.81N4HABXX.5.H2,NA,#N/A,1
PI564717:250032963,PI595558,PI564717.81N4HABXX.1.G4,NA,#N/A,1
PI639929:250033442,PI641258,PI639929.81N4HABXX.5.D4,NA,#N/A,1
PI641264:250032093,CML426,PI641264.81FE8ABXX.2.H11,NA,#N/A,1
NA,PI641263,CML108.8042MABXX.4.D4,NA,#N/A,NA
PI641259:250032155,PI641068,PI641259.81FE8ABXX.3.D2,NA,#N/A,1
NA,SC285,MR11_.Cuban_Flint._S6.81FE8ABXX.4.E9,NA,#N/A,NA
PI550907:250033441,CML289,PI550907.81N4HABXX.5.C1,NA,#N/A,1
PI641226:250032967,CML196,PI641226.81N4HABXX.1.G8,NA,#N/A,1
CML440:250031770,CML211,CML440.81FE7ABXX.7.C10,NA,#N/A,1
CML422:250033055,PI550913,CML422.81N4HABXX.2.A7,NA,#N/A,1
PI595553:250033458,CML438,PI595553.81N4HABXX.5.F3,NA,#N/A,1
CML436:250031792,PI641252,CML436.81FE7ABXX.7.D6,NA,#N/A,1
CML320:250031676,PI641072,CML320.81FE7ABXX.6.E11,NA,#N/A,1
PI550920:250032137,PI595567,PI550920.81FE8ABXX.3.B4,NA,#N/A,1
NA,PI506252,Ki21.8042MABXX.3.D9,NA,#N/A,NA
NA,PI595568,Ames30866.D0D0BACXX.4.E7,NA,#N/A,NA
NA,PI641074,DE1.8042MABXX.3.F8,NA,#N/A,NA
CML386:250031764,CML363,CML386.81FE7ABXX.7.C4,NA,#N/A,1
PI641064:250033274,Ames26439,PI641064.81N4HABXX.4.A10,NA,#N/A,1
PI639938:250032189,CML309,PI639938.81FE8ABXX.3.F4,NA,#N/A,1
PI506251:250031955,PI540748,PI506251.81FE8ABXX.1.G12,NA,#N/A,1
PI595549:250032041,NSL437903,PI595549.81FE8ABXX.2.B5,NA,#N/A,1
PI641071:250032088,PI641254,PI641071.81FE8ABXX.2.H6,NA,#N/A,1
Ames10265:250035124,Ames10263,Ames10265.81FENABXX.5.G6,NA,#N/A,1
PI595547:250033398,SC54,PI595547.81N4HABXX.5.A3,NA,#N/A,1
PI561613:250032009,PI641265,PI561613.81FE8ABXX.2.B3,NA,#N/A,1
PI550923:250033360,CML423,PI550923.81N4HABXX.4.H8,NA,#N/A,1
PI595555:250032050,PI619430,PI595555.81FE8ABXX.2.E4,NA,#N/A,1
PI198894:250032470,PI639932,PI198894.81FE8ABXX.5.H7,NA,#N/A,1
PI641066:250032084,CML233,PI641066.81FE8ABXX.2.H2,NA,#N/A,1
NA,CML295,NC368.8042MABXX.2.G5,NA,#N/A,NA
PI639945:250032049,Ames10251,PI639945.81FE8ABXX.2.E3,NA,#N/A,1
PI595563:250033347,PI391660,PI595563.81N4HABXX.4.G7,NA,#N/A,1
CML255:250033215,PI537097,CML255.81N4HABXX.3.G2,NA,#N/A,1
PI550922:250033337,PI639935,PI550922.81N4HABXX.4.F9,NA,#N/A,1
PI635127:250032146,Ames10244,PI635127.81FE8ABXX.3.C5,NA,#N/A,1
CML176:250033195,CML315,CML176.81N4HABXX.3.E6,NA,#N/A,1
Ames27077:250032004,NSL437939,Ames27077.81FE8ABXX.2.A10,NA,#N/A,1
PI561525:250032781,PI506250,PI561525.81FE8ABXX.7.C5,NA,#N/A,1
PI561602:250032051,GA220,PI561602.81FE8ABXX.2.E5,NA,#N/A,1
PI561607:250032023,PI595529,PI561607.81FE8ABXX.2.C9,NA,#N/A,1
NA,PI595530,MR02_.Assiniboine..81N4HABXX.1.F1,NA,#N/A,NA
GT154:250032268,SC277,GT154.81FE8ABXX.4.B11,NA,#N/A,1
CML492:250033319,PI550547,CML492.81N4HABXX.4.E3,NA,#N/A,1
Ames10264:250031258,Ames27182,Ames10264.81FE7ABXX.3.C6,NA,#N/A,1
PI550905:250032134,PI639936,PI550905.81FE8ABXX.3.B1,NA,#N/A,1
CML424:250033186,PI610493,CML424.81N4HABXX.3.B7,NA,#N/A,1
PI595556:250033300,PI550552,PI595556.81N4HABXX.4.D5,NA,#N/A,1
CML367:250031755,PI595545,CML367.81FE7ABXX.7.B3,NA,#N/A,1
PI561604:250033359,PI550548,PI561604.81N4HABXX.4.H7,NA,#N/A,1
NA,CML172,NC230.8042MABXX.2.B4,NA,#N/A,NA
CML270:250032091,PI641251,CML270.81FE8ABXX.2.H9,NA,#N/A,1
Ames27109:250031055,CML223,Ames27109.81FE7ABXX.1.G1,NA,#N/A,1
PI595551:250034548,CML310,PI595551.81FENABXX.7.B2,NA,#N/A,1
PI635137:250033417,CML329,PI635137.81N4HABXX.5.C6,NA,#N/A,1
PI635124:250032040,PI506254,PI635124.81FE8ABXX.2.A9,NA,#N/A,1
NA,CML219,F6.8042MABXX.2.D6,NA,#N/A,NA
Ames19001:250034888,PI540744,Ames19001.81FENABXX.3.H12,NA,#N/A,1
CML481:250033151,Tx325,CML481.81N4HABXX.3.B2,NA,#N/A,1
CML200:250031758,CML121,CML200.81FE7ABXX.7.B9,NA,#N/A,1
CML416:250033106,Ames27163,CML416.81N4HABXX.2.H8,NA,#N/A,1
NSL437932:250031200,CML115,NSL437932.81FE7ABXX.2.H7,NA,#N/A,1
PI635128:250033358,PI559375,PI635128.81N4HABXX.4.H6,NA,#N/A,1
PI595535:250034540,Ames27161,PI595535.81FENABXX.7.A2,NA,#N/A,1
CML313:250033214,Ames27181,CML313.81N4HABXX.3.G1,NA,#N/A,1
NA,CML242,Ki2021.8042MABXX.4.E2,NA,#N/A,NA
PI542715:250031926,CML334,PI542715.81FE8ABXX.1.E7,NA,#N/A,1
